,Title,Price,Price_Origin,Link,Image,Retailer,TimeStamp,Source
10,Marks Works Wearhouse  Columbia snow pants Bugaboo iv $52 plus taxes shipped with triangle rewards card,$51.93,,http://marks.pxf.io/c/341376/505590/8679?u=https%3A%2F%2Fwww.marks.com%2Fen%2Fcolumbia-mens-bugaboo-iv-pants-315070.html%23315070%255Bcolor%255D%3DBLACK,,Marks Works Wearhouse,2020-12-29T20:46:38,https://forums.redflagdeals.com/marks-works-wearhouse-columbia-snow-pants-bugaboo-iv-52-plus-taxes-shipped-triangle-rewards-card-2433406/
11,Costco  TCL 50/55” 4K HDR Roku Smart TV 50S533CA/55S533CA $439.99/$489.99,$439.99,,https://www.costco.ca/tcl-50-in.-4k-hdr-roku-smart-tv-50s533ca.product.100665649.html,,Costco,2020-12-29T20:46:38,https://forums.redflagdeals.com/costco-tcl-50-55-c-4k-hdr-roku-smart-tv-50s533ca-55s533ca-439-99-489-99-2432632/
12,Freedom Mobile  Boxing week! iPhone 11 ABSOLUTE $0 $55/20GB (extra $200 GC if you got it from Walmart),,,https://www.freedommobile.ca/en-CA,,Freedom Mobile,2020-12-29T20:46:38,https://forums.redflagdeals.com/freedom-mobile-boxing-week-iphone-11-absolute-0-55-20gb-extra-200-gc-if-you-got-walmart-2433410/
13,Amazon.ca  Anker Eufy C1 Smart Scale $39.99 after $10 coupon,,,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07GZBXCH6%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,,Amazon.ca,2020-12-29T20:46:38,https://forums.redflagdeals.com/amazon-ca-anker-eufy-c1-smart-scale-39-99-after-10-coupon-2433811/
14,"Lenovo Canada  ThinkBook 13s Intel ""evo"" laptop 2.5K touch screen, I7-1165G7,16G 4266MHz DDR4X , 512GB SSD $1,039.05","1,039.05",,http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Fperkopolisgold%2Flaptops%2Fthinkbook-series%2FThinkBook-13s-Gen-2-Intel%2Fp%2FXXTBXTSI300,,Lenovo Canada,2020-12-29T20:46:38,https://forums.redflagdeals.com/lenovo-canada-thinkbook-13s-intel-evo-laptop-2-5k-touch-screen-i7-1165g7-16g-4266mhz-ddr4x-512gb-ssd-1-039-05-2433989/
15,"Costco  (Warm) Sony x900h 65"" TV - $1498 back in stock",$1498,,https://www.costco.ca/.product.9199065.html,,Costco,2020-12-29T20:46:38,https://forums.redflagdeals.com/costco-warm-sony-x900h-65-tv-1498-back-stock-2432361/
16,Amazon.ca  Picture Hanging Strips (1.50$ instead of 4.97$) Free shipping with prime. Max 2. UPDATE : The deal is expired.,1.50,,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB00EZ0QMQW%2F%3Fcoliid%3DI1OYF0CQBW5B16%26colid%3D3C91ZT0OO9ZUE%26psc%3D1%26ref_%3Dlv_ov_lig_dp_it&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,,Amazon.ca,2020-12-29T20:46:38,https://forums.redflagdeals.com/amazon-ca-picture-hanging-strips-1-50-instead-4-97-free-shipping-prime-max-2-update-deal-expired-2433980/
17,Home Depot  Milwaukee M12 FUEL 12V Li-Ion Brushless Cordless 1/4-inch Hex Impact Driver Kit with (2) 2.0Ah Batteries $119+taxes,119,,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-tool-m12-fuel-12v-li-ion-brushless-cordless-1-4-inch-hex-impact-driver-kit-with-2-2-0ah-batteries/1001160184,,Home Depot,2020-12-29T20:46:38,https://forums.redflagdeals.com/home-depot-milwaukee-m12-fuel-12v-li-ion-brushless-cordless-1-4-inch-hex-impact-driver-kit-2-2-0ah-batteries-119-taxes-2433898/
18,"Kasa and D-Link Outdoor Smart Plug with USB, IP6 waterproof $24.99 & $29.99 respectively",24.99,,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07M6RS2LC%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,,,2020-12-29T20:46:38,https://forums.redflagdeals.com/kasa-d-link-outdoor-smart-plug-usb-ip6-waterproof-24-99-29-99-respectively-2433915/
19,"[Maison Monaco] Watch 20% off, TAG, Longines, Oris, Hamilton",,,https://www.lamaisonmonaco.com/,,Maison Monaco,2020-12-29T20:46:38,https://forums.redflagdeals.com/maison-monaco-watch-20-off-tag-longines-oris-hamilton-2433819/
20,Costco  Costco.ca: Ooma home phone service bundle $79.99 (+eco fees) $50 OFF--- $5 to $10/month home phone,$79.99,,https://www.costco.ca/ooma-telo-home-phone-service-bundle.product.100138378.html,,Costco,2020-12-29T20:46:38,https://forums.redflagdeals.com/costco-costco-ca-ooma-home-phone-service-bundle-79-99-eco-fees-50-off-5-10-month-home-phone-2432415/
21,Home Depot  Milwaukee M18 XC 4.0 Battery $59,59,,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-tool-m18-18v-lithium-ion-extended-capacity-xc-4-0-ah-redlithium-battery-pack/1000784604,,Home Depot,2020-12-29T20:46:38,https://forums.redflagdeals.com/home-depot-milwaukee-m18-xc-4-0-battery-59-2432297/
22,Marks Works Wearhouse  Columbia snow pants Bugaboo iv $52 plus taxes shipped with triangle rewards card,$51.93,,http://marks.pxf.io/c/341376/505590/8679?u=https%3A%2F%2Fwww.marks.com%2Fen%2Fcolumbia-mens-bugaboo-iv-pants-315070.html%23315070%255Bcolor%255D%3DBLACK,,Marks Works Wearhouse,2020-12-29T20:46:38,https://forums.redflagdeals.com/marks-works-wearhouse-columbia-snow-pants-bugaboo-iv-52-plus-taxes-shipped-triangle-rewards-card-2433406/
23,Costco  TCL 50/55” 4K HDR Roku Smart TV 50S533CA/55S533CA $439.99/$489.99,$439.99,,https://www.costco.ca/tcl-50-in.-4k-hdr-roku-smart-tv-50s533ca.product.100665649.html,,Costco,2020-12-29T20:46:38,https://forums.redflagdeals.com/costco-tcl-50-55-c-4k-hdr-roku-smart-tv-50s533ca-55s533ca-439-99-489-99-2432632/
24,Costco  TCL 50/55” 4K HDR Roku Smart TV 50S533CA/55S533CA $439.99/$489.99,$439.99,,https://www.costco.ca/tcl-50-in.-4k-hdr-roku-smart-tv-50s533ca.product.100665649.html,,Costco,2020-12-29T20:46:38,https://forums.redflagdeals.com/costco-tcl-50-55-c-4k-hdr-roku-smart-tv-50s533ca-55s533ca-439-99-489-99-2432632/
25,Scotiabank  Scotia Momentum VISA Infinite card $100 GCR FYF,,,https://www.greatcanadianrebates.ca/display/Finance/,,Scotiabank,2020-12-29T20:46:38,https://forums.redflagdeals.com/scotiabank-scotia-momentum-visa-infinite-card-100-gcr-fyf-2431348/
26,Walmart  Echelon Connect Sport Spin Bike $699.99 (Back in stock),$699.99,,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fechelon-connect-sport-spin-bike%2F6000201499355&u1=rfdcb,,Walmart,2020-12-29T20:46:38,https://forums.redflagdeals.com/walmart-echelon-connect-sport-spin-bike-699-99-back-stock-2417655/
27,"Dell  ❆[12.26]❆ Dell 15"" 4500U - USB-C DP 4K60 + 65W PD - $679.99 ($611.99 Unidays) [$550.79 Unidays/NewAcct+Rk] [Hot]",649,,http://www.dpbolvw.net/click-749547-12105225?url=https%3A%2F%2Fwww.dell.com%2Fen-ca%2Fshop%2Fdell-laptops%2Fnew-inspiron-15-5000-laptop-amd%2Fspd%2Finspiron-15-5505-laptop%2Fni155000_sb_s103e&sid=rfdcb,,Dell,2020-12-29T20:46:38,https://forums.redflagdeals.com/dell-12-26-dell-15-4500u-usb-c-dp-4k60-65w-pd-679-99-611-99-unidays-550-79-unidays-newacct-rk-hot-2387232/
28,Costco  LG 55” OLED CX Series - $1889,1889,,http://In-Store Only,,Costco,2020-12-29T20:46:38,https://forums.redflagdeals.com/costco-lg-55-c-oled-cx-series-1889-2413953/
29,Walmart  HOT!! - Remington Ranger 8-Amp Electric Pole Saw/Chainsaw - $30,$30,,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2FPRD4805XNZ7TA79&u1=rfdcb,,Walmart,2020-12-29T20:46:38,https://forums.redflagdeals.com/walmart-hot-remington-ranger-8-amp-electric-pole-saw-chainsaw-30-2431650/
30,The Source  Plantronics BackBeat FIT In-Ear Wireless Sport Earbuds $29.97 or $23.97 (PSP) with Mic- Blue,23.97,,http://www.tkqlhce.com/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fclearance%2Fclearance%2Fplantronics-backbeat-fit-in-ear-wireless-sport-earbuds-with-mic--blue%2Fp%2F108067870&sid=rfdcb,,The Source,2020-12-29T20:46:38,https://forums.redflagdeals.com/the-source-plantronics-backbeat-fit-ear-wireless-sport-earbuds-29-97-23-97-psp-mic-blue-2433964/
31,Costco  $99.99 Microsoft 365 Family 15-month Subscription,$99.99,,https://www.costco.ca/microsoft-365-family-15-month-subscription%2c-digital-download.product.100657668.html,,Costco,2020-12-29T20:46:38,https://forums.redflagdeals.com/costco-99-99-microsoft-365-family-15-month-subscription-2433783/
32,Walmart  Zelda Breath of the Wild + Expansion Pass - Digital - Nintendo Switch - $55.96,55.96,,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fthe-legend-of-zelda-breath-of-the-wild-expansion-pass-bundle-nintendo-switch-digital-code%2F6000202607663&u1=rfdcb,,Walmart,2020-12-29T20:46:38,https://forums.redflagdeals.com/walmart-zelda-breath-wild-expansion-pass-digital-nintendo-switch-55-96-2431010/
33,"Lenovo Canada  Lenovo Canada ThinkBook 14s Yoga 2- in -1 laptop i7-1165G7,16G, 512GB SSD $1039.05",1039.05,,http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Fperkopolisgold%2Flaptops%2Fthinkbook-series%2FThinkBook-14s-Yoga%2Fp%2FXXTBXYGI400,,Lenovo Canada,2020-12-29T20:46:38,https://forums.redflagdeals.com/lenovo-canada-lenovo-canada-thinkbook-14s-yoga-2-1-laptop-i7-1165g7-16g-512gb-ssd-1039-05-2433899/
34,Vistek  Canon EOS RP Body with EF-EOSR Adapter $1000,1000,,https://www.vistek.ca/store/434937/canon-eos-rp-full-frame-mirrorless-camera-body-efeosr-adapter,,Vistek,2020-12-29T20:46:38,https://forums.redflagdeals.com/vistek-canon-eos-rp-body-ef-eosr-adapter-1000-2431923/
35,The Source  Ezviz DB1 camera doorbell $99/$109,$109,,http://www.dpbolvw.net/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fsmart-home-household%2Fsecurity-surveillance%2Fall-security-surveillance%2Fezviz-db1-wired-smart-3mp-wi-fi-video-doorbell-with-180-degree-vertical-field-of-view%2Fp%2F108082967&sid=rfdcb,,The Source,2020-12-29T20:46:38,https://forums.redflagdeals.com/the-source-ezviz-db1-camera-doorbell-99-109-2432722/
36,[Godspeed Brewery] Godspeed Brewery - 15% off 24 can mixed cases  free Toronto delivery,,,https://godspeedbrewery.com/shop?category=Mixed+Cases,,Godspeed Brewery,2020-12-29T20:46:38,https://forums.redflagdeals.com/godspeed-brewery-godspeed-brewery-15-off-24-can-mixed-cases-free-toronto-delivery-2433908/
37,[sharkclean.com] Shark IQ Robot Vacuum /w Self-Empty Base - $386 (as low as $287 YMMV),386,,https://direct.sharkclean.com/16/products/shark-iq-robot-self-empty-vacuum-rv1001ae/18/microsite/ogv/?opt=2,,sharkclean.com,2020-12-29T20:46:38,https://forums.redflagdeals.com/sharkclean-com-shark-iq-robot-vacuum-w-self-empty-base-386-low-287-ymmv-2433853/
38,HSBC  Hot - HSBC WE MC - 100k plus FYF,,,https://www.hsbc.ca/fr-ca/credit-cards/products/world-elite/,,HSBC,2020-12-29T20:46:38,https://forums.redflagdeals.com/hot-hsbc-we-mc-100k-plus-fyf-2401586/
39,Costco  Pierre Cardin Men's Velour Shawl Collar Robe - $19.97,19.97,,https://www.costco.ca/pierre-cardin-men's-velour-shawl-collar-robe.product.100708543.html,,Costco,2020-12-29T20:46:38,https://forums.redflagdeals.com/costco-pierre-cardin-mens-velour-shawl-collar-robe-19-97-2433729/
40,PlayStation Store  PSN Holiday Sale,,,https://store.playstation.com/en-ca/view/25d9b52a-7dcf-11ea-acb6-06293b18fe04/ba601501-3bbb-11eb-aadc-062143ad1e8d,,PlayStation Store,2020-12-29T20:46:38,https://forums.redflagdeals.com/playstation-store-psn-holiday-sale-2431760/
